Brands,Model,Price,money_off,discount,Internal Storage,Solid State Storage,Display,Shop,Shop Type,Video Memory,JingDong,href,used,Display_type,Processor,Version,Touch control,Screen size,Sale,Favorable rate
戴尔,成就5590,6399,2000,100,16G,512G, ,戴尔卓越专卖店,0,2G,0,//item.jd.com/11095030418.html,0,1,i7,十代,0,15.6,600,98
VAIO,SX12,10188,,,8G,512G, ,VAIO京东自营旗舰店,1, ,0,//item.jd.com/100010816676.html,0,0,i5, ,0,12.5,50,90
戴尔,XPS13-7390,12999,,,8G,256G, ,戴尔京东自营官方旗舰店,1, ,0,//item.jd.com/100009645478.html,0,0,i5,十代,1,13.4,50,100
Apple,MacBookair,5178,5398,300,8G,128G, ,科族数码专营店,0, ,0,//item.jd.com/13374931741.html,0,0,i5, ,0,13.3,10000,98
Apple,MacBook,7188,,,8G,256G, ,科族数码专营店,0, ,0,//item.jd.com/35922082822.html,0,0,i3,十代,0,13.3,900,87
联想,X1,11499,,,8G,512G, ,ThinkPad京东自营旗舰店,1, ,0,//item.jd.com/100007229403.html,0,0,i5, ,1,14,20,100
炫龙,炫龙M7-E6S3,6788,5000,600,16G,32G, ,炫龙专卖店,0, ,0,//item.jd.com/68933532394.html,0,0,, ,0,,40,86
技嘉,到手价10699,11099,10000,1300,16G,512G, ,技嘉游戏本京东自营旗舰店,1, ,0,//item.jd.com/67409792496.html,0,0,i7,十代,0,,8,100
GPD,工程师6,2399,,,8G,128G, ,GPD游戏机 手柄 战神官方旗舰店,0, ,0,//item.jd.com/45987038354.html,0,0,, ,0,6,500,96
华硕,超薄灵耀Deluxe13/Deluxe14,6579,1000,5,8G,512G, ,华硕共好专卖店,0,2G,0,//item.jd.com/12378308165.html,0,1,i7,十代,0,,90,95
华为,MateBookD,4299,,,16G,512G, ,华为桑核专卖店,0, ,0,//item.jd.com/66373391654.html,0,0,R5, ,0,15,400,98
华硕,VivoBook15,5469,2000,5,8G,512G,MX330,华硕电脑官方旗舰店,0, ,0,//item.jd.com/69394953502.html,0,0,i7,十代,0,15.6,90,97
皓勤,窄边框价保618,695,299,401,8G,128G, ,皓勤电脑官方旗舰店,0,8G,0,//item.jd.com/53433720068.html,0,0,,八代,0,15.6,300,95
联想,IdeaPad15s,3799,4000,300,8G,512G,MX330,联想亿维授权专卖店,0,2G,0,//item.jd.com/54630165129.html,0,1,i5, ,0,15.6,2900,96
中柏,win10,983,20,4,4G,64G, ,中柏平板京东自营旗舰店,1, ,0,//item.jd.com/100008029460.html,0,0,, ,1,10.1,2100,96
小米,MI,7489,,,16G,1024G,GTX15,小米京东自营旗舰店,1,4G,0,//item.jd.com/100009288352.html,0,1,i7, ,0,15.6,1600,93
联想,ideapad15S,3699,3000,300,8G,512G, ,联想华北授权专卖店,0,2G,0,//item.jd.com/67102728580.html,0,1,i5, ,0,15.6,400,99
机械师,逐空T58,5799,,,8G,512G,GTX1650,机械师京东自营旗舰店,1,4G,0,//item.jd.com/100006705455.html,0,0,i5,十代,0,15.6,100,97
微星,GF65,6199,,,8G,256G, ,微星游戏本京东自营官方旗舰店,1, ,0,//item.jd.com/100011494492.html,0,0,i5, ,0,15.6,100,95
惠普,小欧14S/星14青春版/达人版/送office/,2499,,,4G,128G, ,惠普峻峰专卖店,0, ,0,//item.jd.com/1635645229.html,0,0,, ,0,14,1800,95
微软,i5,6859,,,8G,128G, ,微软升昌专卖店,0, ,0,//item.jd.com/61117354043.html,0,0,i5, ,1,,100,98
惠普,X360,9188,7999,600,16G,1024G, ,惠普华辉专卖店,0, ,0,//item.jd.com/61617597219.html,0,0,i7,十代,1,13.3,30,100
华硕,升级版FL8700D,3999,,,8G,256G, ,华硕京东自营官方旗舰店,1, ,0,//item.jd.com/100004749613.html,0,0,R5, ,0,15.6,1100,95
惠普,酷睿™移动超能版i7-8565U,17999,,,16G,2048G, ,惠普京东自营官方旗舰店,1, ,0,//item.jd.com/100010056732.html,0,0,i7, ,1,13.3,80,100
机械革命,Z2,6969,,,8G,512G,GTX1660,机械革命京东自营官方旗舰店,1, ,1,//item.jd.com/100007343922.html,0,0,i7, ,0,15.6,6200,93
机械革命,机械革命X3/X8Ti-S,6079,5000,600,6G,8T, ,机械革命授权专卖店,0, ,0,//item.jd.com/62730914523.html,0,0,i7,十代,0,17.3,70,97
戴尔,灵越5493/5593,3699,2999,100,8G,256G,MX230,戴尔崇云专卖店,0,2G,0,//item.jd.com/47669728702.html,0,1,i5,十代,0,15.6,100,100
机械师,机械师F117-FP,9999,,,,32G, ,机械师京东自营官方旗舰店,1, ,0,//item.jd.com/69239943230.html,0,0,i7,十代,0,17.3,0,100
惠普,光影精灵5plus,5499,,,4G,512G, ,惠普赞晓专卖店,0, ,0,//item.jd.com/33737911841.html,0,1,i5, ,0,15.6,300,98
联想,Y9000X,12999,,,,32G, ,联想京东自营旗舰店,1, ,0,//item.jd.com/100009083150.html,0,0,i7, ,0,15.6,2100,93
Apple,MacBookPro,13999,,,16G,512G, ,Apple产品京东自营旗舰店,1,0G,0,//item.jd.com/100007136959.html,0,0,i5,十代,1,,500,92
华硕,VivoBook15,6179,2000,5,8G,32G,MX250,华硕电脑官方旗舰店,0, ,0,//item.jd.com/41020304989.html,0,0,i7,十代,0,15.6,2100,97
联想,T490,11999,,,8G,512G, ,ThinkPad京东自营旗舰店,1,2G,0,//item.jd.com/100005099257.html,0,1,i7,十代,0,14,500,90
RedmiBook,RedmiBook14,4399,,,8G,1024G,MX250,小米京东自营旗舰店,1,2G,0,//item.jd.com/100009182602.html,0,1,i5,十代,0,,2600,91
戴尔,灵越5493/5593,3299,3000,300,8G,1152G, ,戴尔华宏创天专卖店,0,2G,0,//item.jd.com/11943085270.html,0,1,i5, ,0,14,6900,97
戴尔,灵越5593/5493,5198,3000,20,16G,512G,MX230,戴尔官方旗舰店,0,2G,0,//item.jd.com/59073641197.html,0,1,i5,十代,0,15.6,600,89
华为,MateBook13,5988,,,16G,512G, ,华为兴汇聚专卖店,0, ,0,//item.jd.com/56722942303.html,0,1,i5,十代,1,,4000,98
现代,,1099,1000,100,6G,64G, ,现代电脑旗舰店,0, ,0,//item.jd.com/39984200897.html,0,0,,七代,0,14,30,100
iTSOHOO,流光银4G内存64GB硬盘窄边框轻薄办公学习本抢优惠券价格低至809元32G,908,300,40,4G,64G, ,iTSOHOO旗舰店,0, ,0,//item.jd.com/43242922596.html,0,0,, ,0,14,80,93
联想,E15,5799,,,8G,512G, ,ThinkPad京东自营官方旗舰店,1,2G,0,//item.jd.com/64987599955.html,0,1,i5,十代,0,15.6,200,94
华为,MateBook14,5888,,,8G,512G,MX250,华为康特专卖店,0, ,0,//item.jd.com/65388537338.html,0,0,i5,十代,1,,90,96
惠普,EnvyX360,5899,,,8G,512G, ,惠普京东自营官方旗舰店,1,8G,0,//item.jd.com/100009898546.html,0,0,R5, ,1,13.3,100,95
微星,尊爵Prestige15,9499,,,8G,512G,GTX1650,微星游戏本京东自营官方旗舰店,1,8G,0,//item.jd.com/100009878994.html,0,0,i7,十代,0,15.6,100,90
微星,强袭2,13499,,,16G,1024G, ,微星游戏本京东自营官方旗舰店,1, ,0,//item.jd.com/100012982340.html,0,0,i7,十代,0,15.6,30,92
惠普,光影精灵6,6299,,,16G,512G,GTX1650,惠普中国京东自营官方旗舰店,1,4G,0,//item.jd.com/69503393890.html,0,1,i5,十代,0,15.6,30,88
联想,P52S,6599,3000,300,8G,2048G, ,ThinkPad华南授权专卖店,0, ,0,//item.jd.com/41888723521.html,0,0,i5, ,0,15.6,40,96
惠普,星14青春版,2299,2000,300,8G,, ,惠普赞晓专卖店,0, ,0,//item.jd.com/47546114304.html,0,0,R3, ,0,14,100,98
神舟,神舟战神K670C/D,2999,3000,300,8G,256G,MX250,神舟大本航专卖店,0, ,0,//item.jd.com/30736476993.html,0,1,, ,0,6,50,97
戴尔,灵越5000,5769,,,8G,512G,MX230,戴尔京东自营官方旗舰店,1,4G,0,//item.jd.com/100012037330.html,0,1,i7,十代,0,15.6,300,92
机械师,机械师T58-V,5879,5000,300,16G,512G,GTX1650,MACHENIKE机械师旗舰店,0, ,0,//item.jd.com/45123262331.html,0,1,i7,十代,0,,5100,98
华为,MateBookX,8699,,,8G,512G, ,华为京东自营官方旗舰店,1, ,0,//item.jd.com/100008490538.html,0,1,i5, ,0,13.9,4000,93
华硕,二手电脑本16G内存14/15.6,999,3599,100,16G,,GTX1650,优品良机二手电脑专营店,0,4G,0,//item.jd.com/68059356116.html,1,0,i7, ,0,15.6,80,93
炫龙,炫龙DD3Plus/DD2Plus/DC2畅玩版/高性能显卡/台式CPU/IPS,3077,3000,300,8G,1024G,GTX1050,炫龙专卖店,0, ,0,//item.jd.com/26300614576.html,0,0,, ,0,,700,98
LG,gram20,8999,,,8G,512G, ,LG笔记本电脑京东自营旗舰店,1,8G,0,//item.jd.com/100011517226.html,0,0,i5,十代,0,17,40,100
VAIO,SX12,13588,,,16G,512G, ,VAIO京东自营旗舰店,1, ,1,//item.jd.com/100006008779.html,0,0,i7, ,0,12.5,90,96
LG,gram,9999,,,16G,1024G, ,LG笔记本电脑京东自营旗舰店,1, ,0,//item.jd.com/100011529458.html,0,0,i7,十代,0,15.6,20,100
联想,X1,14999,,,16G,512G, ,ThinkPad京东自营旗舰店,1, ,0,//item.jd.com/100006611304.html,0,0,i7, ,1,14,300,98
惠普,新款10代CPU,8099,3000,300,4G,32G,MX250,惠普蓝星专卖店,0, ,0,//item.jd.com/59448886400.html,0,1,,十代,1,15.6,30,100
惠普,光影精灵5plus,5499,,,4G,1024G, ,惠普赞晓专卖店,0, ,0,//item.jd.com/29748690161.html,0,0,i5, ,0,15.6,2700,98
惠普,星14青春版,2299,2000,300,8G,512G, ,惠普赞晓专卖店,0, ,0,//item.jd.com/26877580263.html,0,0,, ,0,14,1900,97
微软,第十代酷睿i3,4958,,,4G,128G, ,微软京东自营官方旗舰店,1, ,0,//item.jd.com/100009186364.html,0,0,i3,十代,1,12.3,1900,94
联想,T490,8399,,,8G,32G, ,ThinkPad京东自营旗舰店,1,2G,0,//item.jd.com/100007999052.html,0,1,i5, ,0,14,700,91
联想,拯救者R7000,4599,4980,600,8G,512G,GTX1650,联想育新授权专卖店,0,4G,0,//item.jd.com/10772195438.html,0,0,R7,一代,0,15.6,80,89
华为,MateBook14,7388,,,16G,512G,MX350,科族数码专营店,0, ,0,//item.jd.com/67657607492.html,0,0,i7,十代,1,,100,97
长城,Great,1599,,,4G,64G, ,长城电脑红马专卖店,0,4G,0,//item.jd.com/68550639979.html,0,0,i3, ,0,14.1,10,100
宏碁,宏碁acer宏基A315,2099,1000,100,8G,256G, ,宏碁蓝星专卖店,0,8G,0,//item.jd.com/34341713149.html,0,2,,十代,0,15.6,10,100
惠普,光影精灵6,4499,5000,600,4G,,GTX1650,惠普授权旗舰店,0, ,0,//item.jd.com/69182877976.html,0,0,i5,十代,0,15.6,100,100
联想,轻薄设计学生本可选酷睿i5/i7,4899,1000,100,8G,1024G, ,联想扬天授权旗舰店,0,2G,0,//item.jd.com/25839850983.html,0,1,i7,十代,0,14,40,100
戴尔,灵越7000-7591,5599,,,8G,512G,GTX1050,戴尔京东自营官方旗舰店,1, ,1,//item.jd.com/100003406367.html,0,0,i5,九代,0,15.6,7500,91
惠普,光影精灵5,5299,,,8G,512G,GTX1650,惠普中国京东自营官方旗舰店,1,4G,0,//item.jd.com/48691868297.html,0,1,i5, ,0,15.6,6700,92
联想,T490,10199,,,8G,512G, ,ThinkPad京东自营旗舰店,1,2G,0,//item.jd.com/100006773310.html,0,1,i7, ,0,14,1100,89
戴尔,Cel-4205U,2599,,,4G,1024G, ,戴尔商用京东自营旗舰店,1,4G,0,//item.jd.com/100006143642.html,0,2,, ,0,14,500,91
戴尔,灵越5000,2889,3000,300,8G,256G, ,戴尔宇熙世纪专卖店,0, ,0,//item.jd.com/38022068089.html,0,0,i3,十代,0,14,800,96
戴尔,灵越7490,8319,3000,20,16G,512G,MX250,戴尔官方旗舰店,0,2G,0,//item.jd.com/55273379552.html,0,1,i7,十代,0,14,500,95
宏碁,墨舞EX214,5899,,,12G,512G,MX250,宏碁商用京东自营旗舰店,1, ,0,//item.jd.com/100006144295.html,0,1,i7, ,0,14,100,96
联想,小新15,4599,2980,300,16G,512G,MX350,联想昌盛授权专卖店,0,8G,0,//item.jd.com/67279811216.html,0,0,i5,十代,0,15.6,100,94
联想,拯救者Y7000P竞技版2020,6499,5000,300,16G,1024G,GTX1660,联想西南授权专卖店,0,6G,0,//item.jd.com/47538112007.html,0,1,i5, ,0,15.6,700,98
机械师,机械师T58-V,4779,5000,300,4G,512G,GTX1650,MACHENIKE机械师旗舰店,0,8G,0,//item.jd.com/21229515280.html,0,1,i5,十代,0,,3700,98
联想,X220/X230,918,,,4G,256G, ,长江二手电脑专营店,0,8G,0,//item.jd.com/48471796302.html,1,0,i5, ,0,12.5,60,95
华为,MateBook13,5988,,,16G,512G, ,笔吧官方旗舰店,0, ,0,//item.jd.com/68629743055.html,0,1,i5,十代,1,,10,100
LG,gram20,7999,,,8G,512G, ,LG笔记本电脑京东自营旗舰店,1,8G,0,//item.jd.com/100006359849.html,0,0,R5,十代,0,15.6,40,100
华硕,顽石6代畅玩FL8700/Y4200,5168,2000,5,8G,512G,MX330,华硕仁迈专卖店,0,2G,0,//item.jd.com/30391982045.html,0,0,i5,十代,0,15.6,1100,96
微星,尊爵Prestige14,8999,,,16G,512G, ,微星游戏本京东自营官方旗舰店,1, ,0,//item.jd.com/100009878996.html,0,0,i7,十代,0,14,100,90
联想,Y拯救者r7000,5699,,,8G,512G,GTX1650,联想有点授权专卖店,0,4G,0,//item.jd.com/69082007573.html,0,1,i9, ,0,15.6,100,94
惠普,光影精灵5,2999,,,8G,256G,GTX10,惠普汇通专卖店,0, ,0,//item.jd.com/52017260195.html,0,0,, ,0,15.6,300,99
联想,扬天V15/V14,3299,3000,300,8G,512G,MX110,联想天佑专卖店,0,2G,0,//item.jd.com/40382599818.html,0,1,i5,八代,0,,10,100
联想,RX550,4699,,,8G,1152G, ,ThinkPad福建授权专卖店,0,2G,0,//item.jd.com/53959426588.html,0,1,i5, ,0,,20,100
机械革命,S1,3799,,,8G,512G,MX250,机械革命京东自营官方旗舰店,1, ,0,//item.jd.com/100003883459.html,0,0,i5, ,0,14,20000,92
惠普,酷睿十代i5-1035G1/8G内存/集显/IPS,4099,,,8G,512G, ,惠普中国京东自营官方旗舰店,1, ,0,//item.jd.com/56080707370.html,0,2,i5,十代,0,13.3,800,87
华硕,adolbook14,5179,2000,5,8G,32G, ,华硕电脑官方旗舰店,0, ,0,//item.jd.com/66737762188.html,0,0,i5,十代,0,14,400,98
惠普,星14青春版,2299,2000,200,8G,256G, ,惠普电脑授权专卖店,0, ,0,//item.jd.com/45742715243.html,0,0,R3, ,0,,400,98
宏碁,墨舞EX214,4389,,,12G,512G,MX250,宏碁商用京东自营旗舰店,1, ,0,//item.jd.com/100006125741.html,0,0,i5, ,0,14,90,85
华硕,顽石6,5179,2000,5,8G,512G, ,华硕电脑官方旗舰店,0,2G,0,//item.jd.com/52589963499.html,0,1,i7, ,0,15.6,1500,96
戴尔,灵越5000,2999,3000,300,8G,1152G, ,戴尔启予专卖店,0,2G,0,//item.jd.com/56753201062.html,0,1,i3,十代,0,14,40,100
华为,MateBookD,4299,,,16G,512G, ,科族数码专营店,0, ,0,//item.jd.com/67663175441.html,0,2,R5, ,0,,70,96
戴尔,XPS13-7390,12499,,,8G,1024G, ,戴尔京东自营官方旗舰店,1, ,1,//item.jd.com/100009645502.html,0,0,i7, ,0,13.3,300,94
联想,T495s,6299,,,8G,512G, ,ThinkPad京东官方自营旗舰店,1,8G,0,//item.jd.com/64483765947.html,0,0,R7, ,0,14,100,100
皓勤,窄边框价保618,1195,299,401,8G,512G, ,皓勤电脑官方旗舰店,0,8G,0,//item.jd.com/53814817540.html,0,0,,八代,0,15.6,500,99
华为,MateBook14,7388,,,16G,512G,MX350,华为康特专卖店,0, ,0,//item.jd.com/64520130929.html,0,0,i5,十代,1,,200,97
松下,CF-SV8,14999,,,8G,919G, ,松下商务投影京东自营旗舰店,1, ,0,//item.jd.com/66138978781.html,0,0,i5, ,0,,30,100
VAIO,SX12,9799,,,8G,256G, ,VAIO京东自营旗舰店,1, ,0,//item.jd.com/100006433544.html,0,0,i5, ,0,12.5,70,95
外星人,m15,17999,,,,, ,外星人京东自营旗舰店,1, ,0,//item.jd.com/100012220692.html,0,0,i7,九代,0,15.6,50,100
机械师,机械师F117-V,7499,,,8G,512G,GTX1660,机械师京东自营官方旗舰店,1,6G,0,//item.jd.com/68182455305.html,0,1,i7,十代,0,15.6,10,100
格莱富,高性能512G,2218,100,10,8G,128G, ,格莱富电脑旗舰店,0,5G,0,//item.jd.com/65221278650.html,0,0,, ,0,15.6,0,100
惠普,小欧14S青春版,2199,2000,300,8G,512G, ,惠普宇熙世纪专卖店,0, ,0,//item.jd.com/47943812050.html,0,0,, ,0,14,60,92
RedmiBook,RedmiBook,4899,2000,100,8G,512G,MX250,小米京东自营旗舰店,1,2G,0,//item.jd.com/100010432896.html,0,1,i7,十代,0,13,4500,89
联想,E480,2999,,,8G,256G, ,ThinkPad华东授权专卖店,0,8G,0,//item.jd.com/24133460704.html,0,1,i3,十代,0,14,700,97
中柏,win10,1183,20,4,4G,128G, ,中柏平板京东自营旗舰店,1, ,0,//item.jd.com/100008100130.html,0,0,, ,1,10.1,1800,96
联想,S3,6699,,,8G,512G, ,ThinkPad京东自营官方旗舰店,1, ,0,//item.jd.com/62714613722.html,0,0,i5,十代,0,14,100,92
联想,小新13,4999,5000,500,8G,512G,MX350,联想育新授权专卖店,0, ,0,//item.jd.com/64870255991.html,0,1,i5,十代,0,,100,96
联想,IdeaPad15s,4899,,,8G,1024G, ,联想电脑授权专卖店,0,2G,0,//item.jd.com/64214186243.html,0,1,,十代,0,15.6,80,89
惠普,,2098,2000,300,8G,512G, ,惠普宇熙世纪专卖店,0, ,0,//item.jd.com/61111756218.html,0,0,, ,0,14,40,87
华为,MateBookD15,5399,,,16G,512G, ,华为新通路专卖店,0, ,0,//item.jd.com/37029266346.html,0,0,i5, ,0,,80,100
微星,GF63,5599,,,8G,512G,GTX1650,微星游戏本京东自营官方旗舰店,1,8G,0,//item.jd.com/100006947839.html,0,0,i5,十代,0,15.6,4,100
惠普,战99,6588,3000,300,4G,, ,惠普宇泰专卖店,0, ,0,//item.jd.com/47035401787.html,0,1,, ,0,,10,100
戴尔,灵越5000,5199,,,8G,512G, ,戴尔京东自营官方旗舰店,1, ,1,//item.jd.com/100007539346.html,0,0,i5,十代,0,14,10000,94
联想,E15,6299,,,8G,1024G, ,ThinkPad京东自营官方旗舰店,1,2G,0,//item.jd.com/65354864556.html,0,1,i7,十代,0,15.6,700,97
nan,快速者K81,2899,3000,200,8G,128G, ,快速者电脑旗舰店,0,2G,0,//item.jd.com/42377878259.html,0,1,i7, ,0,15.6,200,98
华硕,adolbook14,5079,2000,5,8G,32G, ,华硕电脑官方旗舰店,0, ,0,//item.jd.com/66737762189.html,0,0,i5,十代,0,14,500,97
华为,MagicBook201,3469,,,8G,512G, ,科族数码专营店,0, ,0,//item.jd.com/59204116435.html,0,2,R5, ,0,14,600,93
神舟,神舟战神K670C/K670/K680,2988,3000,300,8G,256G,MX250,神舟海神专卖店,0,8G,0,//item.jd.com/47374924566.html,0,0,, ,0,,500,97
联想,C940,9699,,,16G,512G, ,联想京东自营旗舰店,1, ,1,//item.jd.com/100007693298.html,0,0,i5, ,1,14,1700,93
惠普,星15-cs3035TX,5599,,,8G,1024G,MX250,惠普京东自营官方旗舰店,1,2G,0,//item.jd.com/100009691738.html,0,0,i5,十代,0,15.6,300,96
酷睿,酷睿i7,1988,2000,200,4G,128G, ,快速者电脑旗舰店,0, ,0,//item.jd.com/65776237672.html,0,0,i7, ,0,15.6,40,100
联想,扬天V15/V14,3649,3000,150,8G,1024G, ,联想睿坤专卖店,0,8G,0,//item.jd.com/64093650521.html,0,1,i5, ,0,,300,97
联想,P53,15999,,,16G,256G, ,ThinkPad京东自营旗舰店,1,4G,0,//item.jd.com/100004405051.html,0,1,i7, ,0,15.6,400,96
华为,MateBookD,4299,,,16G,512G, ,华为兴汇聚专卖店,0, ,0,//item.jd.com/64513897797.html,0,2,R5, ,1,,500,98
华为,MagicBook14,3679,199,30,8G,512G, ,集洋数码专营店,0, ,0,//item.jd.com/57289532745.html,0,0,R5, ,0,,600,97
联想,拯救者Y7000,5049,5000,500,4G,,GTX1650,联想航电授权专卖店,0, ,0,//item.jd.com/29467374699.html,0,1,i5,十代,0,,100,96
惠普,星13-an1023TU,4499,2000,100,8G,1024G, ,惠普京东自营官方旗舰店,1, ,0,//item.jd.com/100005039095.html,0,0,i5,十代,0,13.3,100,96
宏碁,暗影骑士·擎,4599,3000,300,4G,512G, ,Acer宏碁旗舰店,0,8G,0,//item.jd.com/65500178035.html,0,0,i5,十代,0,15.6,200,97
惠普,星14S青春版,2899,,,8G,256G, ,惠普永诚电脑专卖店,0, ,0,//item.jd.com/43537544561.html,0,0,R3, ,0,14,30,100
技嘉,到手价10699,8599,10000,2100,6G,,GTX1660,技嘉游戏本京东自营旗舰店,1, ,0,//item.jd.com/67409792497.html,0,1,i7,十代,0,,4,100
联想,E590,5599,,,16G,256G, ,ThinkPad福建授权专卖店,0,2G,0,//item.jd.com/53679741525.html,0,1,i5, ,0,15.6,100,100
联想,威6,4299,,,8G,256G, ,联想扬天京东自营旗舰店,1,2G,1,//item.jd.com/100003546759.html,0,1,R5, ,0,14,2300,93
联想,威6,5469,,,16G,512G, ,联想扬天京东自营旗舰店,1,2G,0,//item.jd.com/100010421164.html,0,1,i7,十代,0,14,1400,91
联想,拯救者Y7000P,7399,,,16G,1024G,GTX1650,联想京东自营旗舰店,1, ,1,//item.jd.com/100004239719.html,0,1,i5, ,0,15.6,30000,95
华硕,Y4200FB,3199,,,4G,256G, ,华硕电脑京东自营官方旗舰店,1, ,0,//item.jd.com/66619399595.html,0,0,i3, ,0,14,400,92
机械革命,MECHREVO,6989,,,16G,512G,GTX1650,机械革命京东自营官方旗舰店,1, ,0,//item.jd.com/100013333216.html,0,0,i7,十代,0,,90,100
惠普,战66,4399,,,8G,1024G, ,惠普京东自营官方旗舰店,1, ,1,//item.jd.com/100004790375.html,0,0,R5, ,0,15.6,1500,93
华为,MateBook14,6388,,,16G,512G, ,笔吧官方旗舰店,0, ,0,//item.jd.com/68629944926.html,0,1,i5,十代,1,,100,100
机械师,浩空T90Plus,8699,,,16G,1024G, ,机械师京东自营旗舰店,1, ,0,//item.jd.com/100006691543.html,0,0,i7,十代,0,17.3,200,99
联想,S2,4699,2000,100,8G,512G, ,ThinkPad京东自营旗舰店,1, ,0,//item.jd.com/100006306743.html,0,0,i5,十代,0,13.3,500,82
RedmiBook,RedmiBook14,3709,,,8G,512G, ,小米京东自营旗舰店,1, ,0,//item.jd.com/100011720498.html,0,0,R7, ,0,,800,92
联想,X1,11999,,,8G,512G, ,ThinkPad京东自营旗舰店,1,4G,0,//item.jd.com/100011870644.html,0,0,i7, ,0,14,200,91
戴尔,成就5590,4599,2000,100,8G,256G, ,戴尔卓越专卖店,0,2G,0,//item.jd.com/25747518913.html,0,1,i5,十代,0,15.6,50,90
联想,ideapad14S,3949,4000,100,8G,1152G,MX330,联想育新授权专卖店,0,2G,0,//item.jd.com/64547364684.html,0,1,i5,十代,0,,60,72
惠普,,3499,3000,300,8G,256G, ,惠普授权旗舰店,0,2G,0,//item.jd.com/25705393051.html,0,1,i5,十代,0,15.6,500,97
戴尔,灵越7590,8519,3000,20,8G,512G,GTX1650,戴尔官方旗舰店,0, ,0,//item.jd.com/47113585704.html,0,1,i7, ,0,15.6,5400,97
联想,X1,10799,,,8G,512G, ,ThinkPad京东自营旗舰店,1,4G,0,//item.jd.com/100013255292.html,0,0,i5,十代,0,14,20,100
神舟,神舟战神K670C/K670/K680,2988,3000,300,8G,256G,MX250,神舟海神专卖店,0, ,0,//item.jd.com/40818101695.html,0,0,, ,0,,900,98
华为,MateBookD,4299,,,16G,256G, ,华为康特专卖店,0,8G,0,//item.jd.com/68211333554.html,0,2,R5, ,0,,10,100
华硕,灵耀X2,10979,2000,5,16G,1024G, ,华硕电脑官方旗舰店,0,2G,0,//item.jd.com/64562004160.html,0,1,i7,十代,0,14,600,97
麦,金麦6,1999,2000,200,8G,256G, ,麦本本旗舰店,0, ,0,//item.jd.com/55544919014.html,0,0,, ,0,13.3,300,99
现代,,1699,1000,100,8G,128G, ,现代电脑旗舰店,0, ,0,//item.jd.com/60784000565.html,0,0,, ,0,14,100,96
麦,金麦6,1999,2000,200,4G,128G, ,麦本本旗舰店,0, ,0,//item.jd.com/42216925063.html,0,0,, ,0,13.3,80,100
戴睿,R9s,1598,1500,100,8G,128G, ,戴睿旗舰店,0, ,0,//item.jd.com/31595170136.html,0,0,i7, ,0,15.6,700,95
戴尔,i5-8265U/4G/1T,3999,,,4G,1024G, ,戴尔商用京东自营旗舰店,1,4G,0,//item.jd.com/100007990368.html,0,0,i5, ,0,14,300,92
戴尔,新G3/G5,4899,5000,200,4G,512G,GTX1650,戴尔华宏创天专卖店,0,8G,0,//item.jd.com/22223895618.html,0,1,i5, ,0,15.6,1000,98
LG,gram20,7499,,,8G,512G, ,LG笔记本电脑京东自营旗舰店,1,8G,0,//item.jd.com/100006365929.html,0,0,R5,十代,0,14,70,91
华为,MagicBook14,3399,,,8G,256G, ,荣耀策山专卖店,0, ,0,//item.jd.com/31182518667.html,0,2,R5, ,0,14,100,100
华为,MateBookD,3999,,,8G,512G, ,华为新通路专卖店,0, ,0,//item.jd.com/63081102557.html,0,0,R5, ,0,,200,97
联想,小新Air14,4299,2980,300,8G,512G,MX350,联想华东授权专卖店,0,8G,0,//item.jd.com/19024770039.html,0,0,i7,十代,0,14,100,91
雷神,雷神911Master2代轻薄全面屏游戏本10代i7-10750H,5388,3000,300,8G,512G,GTX1650,雷神京东官方自营旗舰店,1, ,0,//item.jd.com/67146511438.html,0,0,i7,十代,0,,80,96
惠普,电竞游戏/绘图设计3D建模暗影光影精灵5,7499,3000,300,6G,,GTX1660,惠普永诚电脑专卖店,0, ,0,//item.jd.com/57893163256.html,0,1,i7, ,0,15.6,70,91
微星,十代i5-10210U,5999,,,8G,512G,MX250,微星游戏本京东自营官方旗舰店,1,8G,0,//item.jd.com/100006008761.html,0,0,i5,十代,0,15.6,50,93
联想,扬天V330,3899,2000,100,8G,512G, ,联想北达兴科专卖店,0,2G,0,//item.jd.com/64229837083.html,0,1,i5,八代,0,14,80,100
宏碁,暗影骑士·擎,7399,,,16G,1024G,GTX1660,宏碁京东自营旗舰店,1,6G,0,//item.jd.com/100013208368.html,0,1,i5, ,0,,100,97
微星,冲锋坦克2,8499,,,16G,512G,GTX1660,微星游戏本京东自营官方旗舰店,1, ,0,//item.jd.com/100006740571.html,0,0,i7,十代,0,15.6,30,100
微星,GF75,6499,,,8G,512G,GTX1650,微星游戏本京东自营官方旗舰店,1,8G,0,//item.jd.com/100012691260.html,0,0,i7,十代,0,17.3,20,100
雷神,一键强冷、21MM,7389,3000,300,,,GTX1660,Thunderobot雷神旗舰店,0, ,0,//item.jd.com/67267383650.html,0,1,i7,十代,0,,100,96
小米,RedmiBook,2699,100,20,4G,256G, ,小米阳光专卖店,0,4G,0,//item.jd.com/54609924990.html,0,2,i3,十代,0,14,80,94
中柏,win10,1833,20,4,4G,128G, ,中柏平板京东自营旗舰店,1, ,0,//item.jd.com/100008029482.html,0,0,, ,1,11.6,400,98
小米,10代i7,6689,100,20,16G,, ,小米阳光专卖店,0, ,0,//item.jd.com/41854727044.html,0,0,i7, ,0,15.6,30,100
